agency,price,location,link,bedrooms,bathrooms,area
Titanium,1.52 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_luxury_house_for_sale_n_rent_in_buch_vills-52304176-8627-1.html,4,4,5 Marla
Titanium,1.5 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_5_marla_modern_luxurious_house_for_sale_in_outstanding_location_at_royal_orchard-51946876-9492-1.html,4,4,5 Marla
Titanium,1.5 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_5_marla_luxury_house_for_sale_in_outstanding_location_at_royal_orchard-51955016-9492-1.html,3,5,5 Marla
Titanium,1.5 Crore,"Royal Orchard - Block F, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_f_5_marla_luxury_house_for_sale_in_outstanding_location_at_royal_orchard_multan-51966372-9499-1.html,3,5,5 Marla
Titanium,3.4 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_10_marla_luxury_house_for_sale_in_outstanding_location_at_royal_orchard-52000290-9492-1.html,5,6,10 Marla
Titanium,3.4 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_spanish_villa_avaible_for_sale-52304160-8627-1.html,7,6,11 Marla
Titanium,3.8 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_corner_modrean_houes_avaible_for_sale-52304155-8627-1.html,6,6,11 Marla
Titanium,2.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_luxary_modrean_houes_avaible_for_sale-52304063-8627-1.html,6,6,8 Marla
Titanium,1.7 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_brand_new_spanish_houes_avaible_for_sale-52303898-19719-1.html,6,6,5 Marla
Titanium,1.65 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_brand_new_modrean_villa_avaible_for_sale-52303875-19719-1.html,6,6,5 Marla
Titanium,1.6 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_modrean_houes_avaible_for_sale-52303860-8627-1.html,5,6,5 Marla
Titanium,1.72 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_brand_new_triple_story_houes_avaible_for_sale-52303845-19719-1.html,6,6,5 Marla
Titanium,3.4 Crore,"Buch Executive Villas - Phase 2, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_2_brand_new_house_available_for_sale-52303773-19720-1.html,7,6,11 Marla
Titanium,2.75 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_brand_new_house_available_for_sale-52303736-19719-1.html,7,6,8 Marla
,1.9 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_house_for_sale_in_buch_executive_villas_multan_manik_block-52188793-8627-1.html,5,6,5 Marla
Titanium,1.75 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_brand_new_luxury_villa_available_for_sale-52303719-19719-1.html,6,6,5 Marla
,1.5 Crore,"Fatima Jinnah Town - Block H, Fatima Jinnah Town",https://www.zameen.com/Property/fatima_jinnah_town_fatima_jinnah_town_-_block_h_single_storey_10_marla_house_available_in_fatima_jinnah_town_-_block_h_for_sale-52122818-5730-1.html,3,3,10 Marla
,2.4 Crore,"Shah Rukn-e-Alam Colony, Multan",https://www.zameen.com/Property/multan_shah_rukn-e-alam_colony_buy_your_ideal_prime_location_10_marla_house_in_a_prime_location_of_shah_rukn-e-alam_colony-50269598-658-1.html,5,6,10 Marla
,3 Crore,"Shah Rukn-e-Alam Colony - Block F, Shah Rukn-e-Alam Colony",https://www.zameen.com/Property/shah_rukn_e_alam_colony_shah_rukn-e-alam_colony_-_block_f_highly-desirable_prime_location_10_marla_house_available_in_shah_rukn-e-alam_colony_-_block_f-51996006-5807-1.html,4,5,10 Marla
,2.8 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_prime_location_10_marla_house_is_available_for_sale_in_shalimar_colony-51996007-346-1.html,6,6,10 Marla
Titanium,6.5 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_1_kanal_luxury_house_for_sale_in_outstanding_location_at_royal_orchard-52000343-9492-1.html,6,6,1 Kanal
Titanium,1.55 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_5_marla_luxury_house_for_sale_in_outstanding_location_at_royal_orchard_multan-52031219-9492-1.html,3,4,5 Marla
Titanium,5.4 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_17_marla_luxury_house_for_sale_in_outstanding_location_at_buch_exacutive_villas_multan-52031235-8627-1.html,5,6,17 Marla
Titanium,6.85 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_1_kanal_luxury_house_for_sale_in_outstanding_location_at_royal_orchard-52031352-9492-1.html,7,6,1 Kanal
Titanium,1.4 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_5_marla_luxury_house_for_sale_in_outstanding_location_at_royal_orchard-52031395-9492-1.html,3,4,5 Marla
Titanium,1.6 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_spanish_luxury_house_for_sale_in_outstanding_location-52031659-8627-1.html,4,5,5 Marla
Titanium,3.28 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_luxury_house_for_sale_at_buch_exacutive_villas_multan-52031686-8627-1.html,6,6,10 Marla
Titanium,1.6 Crore,"Royal Orchard - Block F, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_f_5_marla_luxury_house_for_sale_in_outstanding_location_at_royal_orchard_f_block-52065141-9499-1.html,3,4,5 Marla
Titanium,4.5 Crore,"Gulgasht Colony, Multan",https://www.zameen.com/Property/multan_gulgasht_colony_1_kanal_luxury_house_for_sale_in_outstanding_location-52245849-664-1.html,10,6,1 Kanal
Titanium,4.5 Crore,"Model Town - Block B, Model Town",https://www.zameen.com/Property/model_town_model_town_-_block_b_1_kanal_newly_constructed_house_available_in_model_town_b_block_multan-48132741-5773-1.html,6,6,1 Kanal
,85 Lakh,"MA Jinnah Road, Multan",https://www.zameen.com/Property/multan_ma_jinnah_road_5_marla_double_storey_brand_new_house_for_sale_in_ma_jinnah_road_kareem_town-51385578-10426-1.html,3,4,5 Marla
,3.5 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_10_marla_double_story_brand_new_house_for_sale_in_wapda_town_e_block-51683487-14204-1.html,4,5,10 Marla
,1.95 Crore,"Royal Orchard - Block D, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_d_6_41_marla_brand_new_house_for_sale_in_royal_orchard_d_block-51904332-14872-1.html,5,6,6.4 Marla
,90 Lakh,"MA Jinnah Road, Multan",https://www.zameen.com/Property/multan_ma_jinnah_road_4_marla_double_storey_brand_new_luxury_house_available_for_sale_in_ma_jinnah_road_salamat_chowk-51954861-10426-1.html,3,4,4 Marla
,85 Lakh,"MA Jinnah Road, Multan",https://www.zameen.com/Property/multan_ma_jinnah_road_4_marla_double_storey_brand_new_spanish_house_available_for_sale_in_ma_jinnah_road_salamat_chowk-51955010-10426-1.html,3,4,4 Marla
,75 Lakh,"MA Jinnah Road, Multan",https://www.zameen.com/Property/multan_ma_jinnah_road_3_5_marla_double_story_brand_new_spanish_house_available_for_sale_in_ma_jinnah_road_salamat_chowk-51955137-10426-1.html,3,4,3 Marla
,65 Lakh,"MA Jinnah Road, Multan",https://www.zameen.com/Property/multan_ma_jinnah_road_3_75_marla_single_story_brand_new_spanish_house_available_for_sale_in_ma_jinnah_road_salamat_chowk-51955158-10426-1.html,1,2,4 Marla
,45 Lakh,"Gulshan-e-Bashir, Multan",https://www.zameen.com/Property/multan_gulshan-e-bashir_4_marly_single_story_house_for_sale_in_gulshan-e-bashir_phase_2_near_t_chowk_shalimar_colony-52062471-12442-1.html,2,2,4 Marla
,72 Lakh,"MA Jinnah Road, Multan",https://www.zameen.com/Property/multan_ma_jinnah_road_5_marla_single_story_house_for_sale_in_ma_jinnah_road_madni_street-52087998-10426-1.html,3,4,5 Marla
,2.95 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_prime_location_7_marla_house_in_only_rs_29500000-52299460-8627-1.html,5,6,7.6 Marla
Titanium,1.5 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_05_marla_ultra_luxurious_designer_house_for_sale_in_royal_orchard_multan-51388640-9492-1.html,4,5,5 Marla
Titanium,1.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_05_marla_ultra_luxurious_designer_house_for_sale_in_buch_executive_villas_multan-51815247-8627-1.html,4,5,5 Marla
,3.8 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_10_marla_double_storey_house_for_sale_in_multan_royal_orchard-52295810-9492-1.html,5,5,10 Marla
Titanium,1.2 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_4_marla_ultra_luxurious_designer_so_butyfull_house_for_sale_in_buch_executive_villas_multan-52294171-8627-1.html,2,3,4 Marla
,1.5 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_7_marla_double_story_house_for_sale_in_shalimar_colony-52293578-346-1.html,3,4,7 Marla
,2.85 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_investor_rate_7_5_marla_house_for_sale_in_buch_villas_multan-51388935-8627-1.html,6,6,7 Marla
Titanium,2.65 Crore,"Al-Mannan Spanish Villas, DHA Phase 1 - Sector B1",https://www.zameen.com/Property/dha_phase_1_sector_b1_al-mannan_spanish_villas_deluxe_villa_available_for_sale-47422611-20637-1.html,,,
Titanium,2.75 Crore,"Al-Mannan Spanish Villas, DHA Phase 1 - Sector B1",https://www.zameen.com/Property/dha_phase_1_sector_b1_al-mannan_spanish_villas_deluxe_plus_villas_available_for_sale-47422609-20637-1.html,,,
Titanium,2.35 Crore,"Al-Mannan Spanish Villas, DHA Phase 1 - Sector B1",https://www.zameen.com/Property/dha_phase_1_sector_b1_al-mannan_spanish_villas_popular_villas_available_for_sale-47422616-20637-1.html,,,
Titanium,4.7 Crore,"DHA Phase 1 - Sector M, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_m_brand_new_house_available_for_sale-52306556-14312-1.html,7,6,1 Kanal
,3.25 Crore,"Bosan Road, Multan",https://www.zameen.com/Property/multan_bosan_road_12_marly_double_storey_brand_new_house_for_sale_in_bosan_road_galaxy_town_gated_community_multan-51816144-5705-1.html,5,6,12 Marla
,3.5 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_10_marla_brand_new_spanish_house_for_sale_in_buch_villas_phase_1-52273402-19719-1.html,5,6,10 Marla
,65 Lakh,"MA Jinnah Road, Multan",https://www.zameen.com/Property/multan_ma_jinnah_road_5_marla_single_story_house_available_for_sale_in_ma_jinnah_road_near_hascoal_petrol_pump-52107552-10426-1.html,2,3,5 Marla
,1.65 Crore,"Bosan Road, Multan",https://www.zameen.com/Property/multan_bosan_road_6_marla_double_story_house_for_sale_in_multan_bosan_road-52295823-5705-1.html,5,5,6 Marla
Titanium,6.7 Crore,"Royal Orchard - Block A, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_a_brand_new_house_available_for_sale-52307078-9494-1.html,7,6,1 Kanal
Titanium,2.4 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_brand_new_village_available_for_sale-52307034-14018-1.html,7,6,12 Marla
Titanium,1.68 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_06_marla_dha_villa_available_for_sale-52164743-14018-1.html,3,4,6 Marla
Titanium,3.4 Crore,"Royal Orchard - Block C, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_c_10_1_marla_main_boulevard_house_for_sale_royal_orchard_multan-51242283-9496-1.html,5,6,10.1 Marla
,43 Lakh,"Vienna Heights, Ahmad Road",https://www.zameen.com/Property/ahmad_road_vienna_heights_flat_available_on_3_years_installments_in_vienna_heights_buch_villas-52306031-21749-1.html,1,1.5 Marla,
Titanium,3.4 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_brand_new_corner_houes_avaible_for_sale-52304138-19719-1.html,6,6,11 Marla
Titanium,1.15 Crore,"Citi Housing Phase 1, Citi Housing",https://www.zameen.com/Property/citi_housing_citi_housing_phase_1_5_marla_house_available_for_sale_in_citi_housing_multan_phase_1_c_block-52302446-21449-1.html,4,5,5 Marla
Titanium,3.1 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_park_facing_beautiful_house_for_sale_buch_executive_villas-46650495-8627-1.html,5,6,10 Marla
Titanium,75 Lakh,"New Shalimar Colony, Multan",https://www.zameen.com/Property/multan_new_shalimar_colony_5_5_marla_corner_rough_house_urgent_for_sale-52302771-12124-1.html,2,2,5 Marla
,1.45 Crore,"Bosan Road, Multan",https://www.zameen.com/Property/multan_bosan_road_buy_4_marla_house_at_highly_affordable_price-51998718-5705-1.html,3,4,4 Marla
Titanium,1.3 Crore,"Bahadurpur, Multan",https://www.zameen.com/Property/multan_bahadurpur_5_marla_brand_new_house_for_sale_bhadrpur_close_to_bosan_road-52280618-8620-1.html,4,4,5 Marla
,1.17 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_house_available_for_sale_in_street_9-51854268-346-1.html,3,3,5 Marla
Titanium,2.1 Crore,"DHA Defence, Multan",https://www.zameen.com/Property/multan_dha_defence_5_marla_serene_villas-52235669-8581-1.html,3,4,5 Marla
Titanium,1.99 Crore,"Royal Orchard - Block G, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_g_10_marla_grey_structure_house-52062902-9500-1.html,4,4,10 Marla
,1.3 Crore,"Bosan Road, Multan",https://www.zameen.com/Property/multan_bosan_road_get_your_hands_on_house_in_bosan_road_best_area-51278481-5705-1.html,4,5,5 Marla
,1.95 Crore,"Khan Village, Multan",https://www.zameen.com/Property/multan_khan_village_house_of_6_marla_in_khan_village_for_sale-51278442-1094-1.html,4,5,6 Marla
,1.6 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_house_for_sale_in_the_perfect_location_of_buch_executive_villas-51278445-8627-1.html,4,5,5 Marla
Titanium,5.49 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_prime_location_house_sized_20_marla_in_royal_orchard-51528899-9492-1.html,6,6,1 Kanal
Titanium,1.79 Crore,"Citi Housing, Multan",https://www.zameen.com/Property/multan_citi_housing_prime_location_10_marla_house_in_citi_housing_for_sale-51528914-12544-1.html,5,6,10 Marla
,4.5 Crore,"Pearl City, Multan",https://www.zameen.com/Property/multan_pearl_city_sale_a_house_in_pearl_city_prime_location-52220137-9412-1.html,5,6,1 Kanal
,1 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_new_beautifully_house_for_sale-50834147-8627-1.html,2,2,5 Marla
,2.85 Crore,"Wapda Town Phase 2, Wapda Town",https://www.zameen.com/Property/wapda_town_wapda_town_phase_2_10_marla_brand_new_beautifully_double_story_luxury_house-50848812-5825-1.html,5,6,10 Marla
,4.5 Crore,"Green Homes, Multan",https://www.zameen.com/Property/multan_green_homes_16_marla_house_for_sale-51928488-8307-1.html,7,7,16 Marla
Titanium,3.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_luxurious_house_for_sale_in_buch_villas_multan-51994808-8627-1.html,5,6,10 Marla
Titanium,1.65 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_5_marla_luxurious_house_for_sale_in_buch_villas_multan-50702119-19719-1.html,4,5,5 Marla
Titanium,1.6 Crore,"Buch Executive Villas - Phase 2, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_2_5_marla_modern_designer_house_for_sale_in_buch_villas_multan-50698331-19720-1.html,4,5,5 Marla
Titanium,1.59 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_luxurious_house_for_sale_in_buch_villas_multan-50721643-8627-1.html,4,5,5 Marla
Titanium,3.3 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_9_marla_ultra_modern_designer_house_for_sale_in_buch_villas_multan-50693468-8627-1.html,5,6,9 Marla
Titanium,3.65 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_5_marla_designer_house_for_sale_in_buch_villas_multan-52036866-8627-1.html,5,6,10.2 Marla
Titanium,3.6 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_9_marla_spanish_elevation_luxurious_house_for_sale_in_buch_villas_multan-52021531-8627-1.html,,,
